,height,weight,label,predict
3518,174,64,normal,fat
3519,178,69,normal,normal
3520,174,62,normal,fat
3521,123,77,fat,normal
3522,124,37,normal,thin
3523,186,53,thin,thin
3524,157,77,fat,fat
3525,146,36,thin,normal
3526,136,36,normal,normal
3527,183,56,thin,normal
3528,199,39,thin,normal
3529,131,42,normal,thin
3530,168,35,thin,normal
3531,189,77,normal,normal
3532,171,71,normal,fat
3533,162,45,thin,normal
3534,173,61,normal,normal
3535,184,57,thin,normal
3536,158,45,thin,thin
3537,195,72,normal,thin
3538,168,52,thin,normal
3539,151,46,normal,normal
3540,182,58,thin,fat
3541,151,46,normal,normal
3542,187,55,thin,fat
3543,184,74,normal,fat
3544,148,46,normal,normal
3545,125,54,fat,fat
3546,120,74,fat,fat
3547,168,46,thin,thin
3548,176,43,thin,fat
3549,153,63,fat,normal
3550,138,50,fat,fat
3551,199,53,thin,normal
3552,136,37,normal,normal
3553,183,63,normal,normal
3554,130,80,fat,fat
3555,183,55,thin,normal
3556,156,71,fat,fat
3557,171,46,thin,fat
3558,135,47,fat,normal
3559,179,63,normal,normal
3560,189,70,normal,fat
3561,196,58,thin,fat
3562,138,71,fat,normal
3563,120,63,fat,fat
3564,139,80,fat,fat
3565,156,47,normal,normal
3566,164,48,thin,thin
3567,180,46,thin,normal
3568,172,46,thin,thin
3569,174,42,thin,thin
3570,186,35,thin,fat
3571,170,42,thin,normal
3572,142,38,normal,fat
3573,174,67,normal,fat
3574,126,76,fat,thin
3575,171,75,fat,thin
3576,198,46,thin,fat
3577,155,51,normal,thin
3578,139,62,fat,fat
3579,186,60,thin,normal
3580,122,47,fat,fat
3581,135,52,fat,thin
3582,145,61,fat,thin
3583,126,63,fat,normal
3584,142,70,fat,fat
3585,138,36,normal,normal
3586,172,80,fat,fat
3587,128,36,normal,fat
3588,151,75,fat,fat
3589,156,43,thin,normal
3590,184,48,thin,fat
3591,136,46,normal,fat
3592,158,65,fat,fat
3593,146,50,normal,thin
3594,129,68,fat,normal
3595,195,60,thin,fat
3596,146,40,normal,fat
3597,176,80,fat,normal
3598,120,66,fat,thin
3599,163,77,fat,thin
3600,198,42,thin,fat
3601,166,70,fat,normal
3602,127,42,fat,thin
3603,165,61,normal,normal
3604,189,71,normal,normal
3605,194,75,normal,normal
3606,141,69,fat,thin
3607,151,48,normal,thin
3608,142,36,thin,fat
3609,167,70,fat,normal
3610,159,65,fat,fat
3611,196,80,normal,fat
3612,198,39,thin,thin
3613,182,72,normal,thin
3614,199,72,thin,fat
3615,138,69,fat,fat
3616,162,79,fat,thin
3617,185,42,thin,fat
3618,179,56,thin,fat
3619,147,54,normal,normal
3620,156,79,fat,fat
3621,172,54,thin,fat
3622,172,65,normal,normal
3623,192,78,normal,normal
3624,169,43,thin,fat
3625,133,38,normal,fat
3626,200,41,thin,thin
3627,154,66,fat,thin
3628,196,44,thin,fat
3629,134,71,fat,normal
3630,144,37,thin,thin
3631,126,54,fat,fat
3632,129,41,normal,normal
3633,190,38,thin,fat
3634,129,39,normal,fat
3635,120,78,fat,fat
3636,122,57,fat,normal
3637,157,39,thin,thin
3638,197,61,thin,fat
3639,157,67,fat,thin
3640,182,53,thin,fat
3641,145,51,normal,fat
3642,175,47,thin,fat
3643,171,74,fat,fat
3644,177,59,normal,fat
3645,193,50,thin,normal
3646,170,46,thin,fat
3647,167,71,fat,normal
3648,166,55,normal,thin
3649,177,50,thin,fat
3650,197,55,thin,normal
3651,159,73,fat,normal
3652,175,41,thin,fat
3653,130,76,fat,normal
3654,154,38,thin,normal
3655,198,63,thin,fat
3656,197,64,thin,thin
3657,186,50,thin,thin
3658,136,65,fat,thin
3659,164,50,normal,fat
3660,133,58,fat,thin
3661,165,39,thin,normal
3662,185,67,normal,fat
3663,199,44,thin,fat
3664,165,74,fat,thin
3665,130,57,fat,normal
3666,159,49,normal,fat
3667,171,44,thin,thin
3668,198,76,normal,fat
3669,183,49,thin,fat
3670,155,42,thin,thin
3671,178,62,normal,thin
3672,140,74,fat,fat
3673,141,75,fat,fat
3674,120,55,fat,fat
3675,142,68,fat,normal
3676,169,52,thin,normal
3677,195,68,thin,thin
3678,133,44,normal,fat
3679,124,63,fat,normal
3680,136,75,fat,fat
3681,128,80,fat,fat
3682,163,56,normal,normal
3683,140,37,normal,normal
3684,190,42,thin,fat
3685,177,40,thin,fat
3686,170,41,thin,fat
3687,123,47,fat,thin
3688,124,79,fat,thin
3689,184,49,thin,normal
3690,150,52,normal,thin
3691,162,51,normal,fat
3692,193,73,normal,thin
3693,146,63,fat,fat
3694,175,64,normal,thin
3695,121,52,fat,thin
3696,178,53,thin,thin
3697,131,58,fat,thin
3698,186,76,normal,fat
3699,151,77,fat,thin
3700,172,35,thin,normal
3701,178,37,thin,fat
3702,188,42,thin,thin
3703,151,59,fat,fat
3704,189,59,thin,thin
3705,159,64,fat,fat
3706,149,71,fat,thin
3707,155,67,fat,thin
3708,177,63,normal,thin
3709,123,79,fat,thin
3710,167,65,normal,normal
3711,189,45,thin,normal
3712,143,78,fat,thin
3713,190,48,thin,thin
3714,142,72,fat,fat
3715,182,74,normal,fat
3716,183,78,normal,thin
3717,172,65,normal,normal
3718,192,79,normal,fat
3719,190,61,thin,fat
3720,121,68,fat,thin
3721,149,36,thin,fat
3722,175,58,normal,fat
3723,143,75,fat,thin
3724,165,51,normal,thin
3725,151,60,fat,thin
3726,176,56,thin,thin
3727,137,52,fat,thin
3728,128,46,fat,thin
3729,181,41,thin,normal
3730,158,35,thin,normal
3731,147,70,fat,thin
3732,152,41,thin,normal
3733,143,78,fat,thin
3734,148,52,normal,fat
3735,181,57,thin,fat
3736,189,37,thin,normal
3737,170,71,normal,thin
3738,128,70,fat,normal
3739,181,75,normal,fat
3740,187,39,thin,normal
3741,138,65,fat,normal
3742,131,66,fat,thin
3743,127,44,fat,fat
3744,127,57,fat,fat
3745,186,55,thin,normal
3746,149,52,normal,fat
3747,173,49,thin,normal
3748,179,79,normal,fat
3749,132,50,fat,fat
3750,137,36,normal,normal
3751,131,44,fat,fat
3752,175,41,thin,thin
3753,128,35,normal,thin
3754,143,56,fat,normal
3755,141,51,fat,thin
3756,144,50,normal,fat
3757,162,67,fat,thin
3758,175,80,fat,thin
3759,194,45,thin,fat
3760,155,38,thin,normal
3761,199,64,thin,thin
3762,138,72,fat,thin
3763,181,62,normal,thin
3764,126,75,fat,fat
3765,163,49,thin,normal
3766,183,44,thin,fat
3767,140,57,fat,fat
3768,162,45,thin,fat
3769,152,72,fat,thin
3770,200,80,normal,fat
3771,195,46,thin,normal
3772,183,54,thin,thin
3773,182,48,thin,fat
3774,200,39,thin,normal
3775,156,73,fat,normal
3776,136,47,fat,fat
3777,125,80,fat,thin
3778,120,66,fat,thin
3779,182,52,thin,fat
3780,159,37,thin,normal
3781,190,66,thin,fat
3782,158,62,normal,fat
3783,134,42,normal,thin
3784,174,47,thin,thin
3785,194,46,thin,normal
3786,150,79,fat,thin
3787,194,41,thin,thin
3788,189,50,thin,thin
3789,154,69,fat,thin
3790,171,63,normal,normal
3791,170,46,thin,thin
3792,161,63,normal,fat
3793,168,37,thin,fat
3794,158,59,normal,thin
3795,169,69,normal,thin
3796,158,47,normal,thin
3797,125,67,fat,fat
3798,197,35,thin,fat
3799,176,78,fat,normal
3800,140,77,fat,normal
3801,199,56,thin,thin
3802,120,41,fat,normal
3803,158,70,fat,fat
3804,194,67,thin,fat
3805,190,57,thin,thin
3806,173,47,thin,fat
3807,177,70,normal,thin
3808,163,45,thin,fat
3809,153,59,fat,normal
3810,148,65,fat,normal
3811,144,51,normal,thin
3812,127,56,fat,thin
3813,195,46,thin,thin
3814,124,61,fat,normal
3815,149,58,fat,thin
3816,154,56,normal,normal
3817,140,39,normal,thin
3818,120,73,fat,thin
3819,160,50,normal,fat
3820,165,40,thin,fat
3821,190,49,thin,thin
3822,181,37,thin,thin
3823,137,41,normal,normal
3824,198,36,thin,thin
3825,150,65,fat,thin
3826,158,69,fat,fat
3827,200,58,thin,thin
3828,148,39,thin,fat
3829,199,76,normal,fat
3830,138,51,fat,thin
3831,182,68,normal,fat
3832,151,77,fat,normal
3833,129,44,fat,thin
3834,183,76,normal,fat
3835,142,36,thin,fat
3836,122,55,fat,thin
3837,127,60,fat,fat
3838,121,50,fat,fat
3839,190,68,normal,thin
3840,145,77,fat,fat
3841,170,62,normal,thin
3842,190,54,thin,thin
3843,177,42,thin,fat
3844,188,54,thin,thin
3845,151,70,fat,normal
3846,154,69,fat,fat
3847,122,42,fat,normal
3848,150,50,normal,normal
3849,177,62,normal,normal
3850,183,80,normal,thin
3851,149,64,fat,thin
3852,163,63,normal,fat
3853,178,80,fat,thin
3854,136,64,fat,fat
3855,141,58,fat,thin
3856,199,42,thin,normal
3857,197,72,normal,thin
3858,125,37,normal,thin
3859,189,76,normal,thin
3860,136,51,fat,fat
3861,149,39,thin,fat
3862,131,47,fat,thin
3863,132,80,fat,normal
3864,191,50,thin,thin
3865,152,76,fat,fat
3866,187,41,thin,thin
3867,166,68,normal,fat
3868,142,68,fat,normal
3869,135,47,fat,thin
3870,156,60,normal,fat
3871,137,71,fat,normal
3872,161,50,normal,thin
3873,139,72,fat,fat
3874,158,41,thin,thin
3875,178,71,normal,fat
3876,140,60,fat,thin
3877,129,39,normal,normal
3878,186,51,thin,thin
3879,132,75,fat,fat
3880,199,41,thin,thin
3881,173,75,fat,normal
3882,195,44,thin,fat
3883,182,59,thin,fat
3884,136,73,fat,normal
3885,179,72,normal,fat
3886,132,58,fat,fat
3887,134,42,normal,fat
3888,149,61,fat,fat
3889,188,40,thin,thin
3890,169,75,fat,thin
3891,157,64,fat,fat
3892,157,64,fat,normal
3893,182,48,thin,fat
3894,139,54,fat,fat
3895,131,49,fat,fat
3896,128,39,normal,normal
3897,200,47,thin,fat
3898,146,77,fat,thin
3899,176,56,thin,thin
3900,187,37,thin,fat
3901,196,55,thin,thin
3902,166,35,thin,thin
3903,139,72,fat,fat
3904,196,65,thin,normal
3905,168,56,normal,thin
3906,198,58,thin,fat
3907,196,42,thin,fat
3908,180,62,normal,thin
3909,138,41,normal,fat
3910,141,43,normal,normal
3911,124,61,fat,normal
3912,164,62,normal,normal
3913,186,47,thin,normal
3914,139,74,fat,normal
3915,148,59,fat,fat
3916,149,57,fat,normal
3917,198,79,normal,fat
3918,180,68,normal,fat
3919,144,35,thin,normal
3920,159,60,normal,fat
3921,157,54,normal,fat
3922,133,73,fat,normal
3923,191,71,normal,fat
3924,193,36,thin,normal
3925,186,43,thin,fat
3926,191,40,thin,thin
3927,154,70,fat,thin
3928,177,70,normal,thin
3929,174,77,fat,thin
3930,157,40,thin,fat
3931,141,68,fat,normal
3932,121,50,fat,normal
3933,167,68,normal,fat
3934,168,61,normal,fat
3935,126,61,fat,fat
3936,190,44,thin,thin
3937,199,60,thin,thin
3938,178,57,thin,thin
3939,127,56,fat,normal
3940,176,77,normal,normal
3941,127,70,fat,normal
3942,162,52,normal,normal
3943,181,39,thin,thin
3944,164,51,normal,fat
3945,167,79,fat,normal
3946,188,47,thin,thin
3947,163,73,fat,thin
3948,175,51,thin,fat
3949,128,80,fat,fat
3950,200,71,thin,normal
3951,180,36,thin,thin
3952,168,44,thin,thin
3953,142,39,normal,thin
3954,147,63,fat,fat
3955,135,62,fat,thin
3956,198,69,thin,thin
3957,181,46,thin,normal
3958,127,36,normal,fat
3959,174,70,normal,thin
3960,137,77,fat,thin
3961,184,50,thin,thin
3962,176,72,normal,fat
3963,144,49,normal,normal
3964,147,59,fat,thin
3965,135,62,fat,fat
3966,168,59,normal,thin
3967,122,77,fat,fat
3968,151,78,fat,thin
3969,136,69,fat,normal
3970,168,72,fat,thin
3971,123,63,fat,normal
3972,165,52,normal,thin
3973,128,71,fat,fat
3974,188,36,thin,thin
3975,133,74,fat,fat
3976,121,61,fat,thin
3977,142,71,fat,fat
3978,161,65,fat,normal
3979,165,61,normal,thin
3980,164,64,normal,normal
3981,196,80,normal,fat
3982,142,65,fat,thin
3983,140,40,normal,fat
3984,185,44,thin,normal
3985,150,60,fat,fat
3986,179,54,thin,fat
3987,186,56,thin,normal
3988,200,80,normal,fat
3989,193,79,normal,normal
3990,200,80,normal,fat
3991,150,59,fat,fat
3992,141,68,fat,thin
3993,162,45,thin,fat
3994,121,72,fat,fat
3995,166,70,fat,fat
3996,172,67,normal,fat
3997,194,35,thin,normal
3998,137,36,normal,fat
3999,163,37,thin,normal
4000,192,37,thin,normal
4001,124,38,normal,fat
4002,147,66,fat,normal
4003,132,64,fat,normal
4004,126,59,fat,fat
4005,164,76,fat,thin
4006,127,76,fat,normal
4007,175,76,normal,normal
4008,129,77,fat,thin
4009,172,52,thin,normal
4010,196,72,normal,fat
4011,193,68,thin,normal
4012,143,53,fat,thin
4013,131,58,fat,normal
4014,200,77,normal,thin
4015,134,37,normal,fat
4016,154,43,thin,fat
4017,158,73,fat,thin
4018,166,44,thin,normal
4019,200,77,normal,fat
4020,193,50,thin,fat
4021,126,42,fat,fat
4022,135,53,fat,normal
4023,134,59,fat,normal
4024,187,47,thin,fat
4025,124,50,fat,normal
4026,189,52,thin,fat
4027,153,51,normal,fat
4028,136,44,normal,thin
4029,186,73,normal,thin
4030,125,52,fat,thin
4031,146,76,fat,fat
4032,164,46,thin,thin
4033,144,56,fat,normal
4034,141,38,normal,normal
4035,131,78,fat,normal
4036,196,77,normal,fat
4037,193,62,thin,normal
4038,200,45,thin,fat
4039,148,79,fat,thin
4040,154,62,fat,fat
4041,156,60,normal,thin
4042,194,59,thin,thin
4043,178,75,normal,normal
4044,141,61,fat,thin
4045,178,53,thin,fat
4046,173,68,normal,fat
4047,137,70,fat,normal
4048,141,38,normal,fat
4049,123,50,fat,normal
4050,170,52,thin,normal
4051,121,57,fat,thin
4052,142,37,thin,fat
4053,132,47,fat,fat
4054,122,64,fat,normal
4055,200,52,thin,thin
4056,187,40,thin,thin
4057,156,54,normal,thin
4058,194,62,thin,fat
4059,172,42,thin,normal
4060,188,64,thin,thin
4061,165,51,normal,fat
4062,121,36,normal,normal
4063,163,57,normal,fat
4064,188,58,thin,thin
4065,190,49,thin,normal
4066,190,66,thin,thin
4067,168,47,thin,fat
4068,134,54,fat,fat
4069,147,80,fat,thin
4070,200,47,thin,thin
4071,137,51,fat,fat
4072,120,59,fat,thin
4073,167,78,fat,normal
4074,183,50,thin,normal
4075,196,51,thin,fat
4076,127,67,fat,fat
4077,155,58,normal,fat
4078,167,68,normal,fat
4079,194,47,thin,normal
4080,184,66,normal,fat
4081,184,70,normal,fat
4082,134,38,normal,fat
4083,156,73,fat,normal
4084,199,50,thin,fat
4085,177,51,thin,fat
4086,170,51,thin,normal
4087,149,56,fat,thin
4088,153,51,normal,thin
4089,175,61,normal,fat
4090,192,46,thin,fat
4091,149,36,thin,thin
4092,172,67,normal,thin
4093,200,40,thin,fat
4094,196,54,thin,normal
4095,142,79,fat,thin
4096,183,42,thin,thin
4097,182,59,thin,fat
4098,168,40,thin,normal
4099,176,50,thin,fat
4100,159,77,fat,thin
4101,176,63,normal,normal
4102,129,41,normal,fat
4103,140,48,normal,fat
4104,160,44,thin,fat
4105,137,68,fat,normal
4106,157,68,fat,normal
4107,143,38,normal,normal
4108,193,61,thin,thin
4109,190,73,normal,fat
4110,136,45,normal,thin
4111,186,61,thin,thin
4112,149,66,fat,fat
4113,158,48,normal,fat
4114,156,54,normal,fat
4115,132,40,normal,thin
4116,195,53,thin,thin
4117,174,54,thin,fat
4118,184,63,normal,normal
4119,149,67,fat,fat
4120,124,71,fat,normal
4121,177,79,fat,normal
4122,162,66,fat,fat
4123,156,65,fat,normal
4124,169,45,thin,thin
4125,199,53,thin,fat
4126,123,47,fat,fat
4127,138,40,normal,fat
4128,123,58,fat,thin
4129,169,43,thin,fat
4130,179,44,thin,normal
4131,188,61,thin,fat
4132,197,41,thin,fat
4133,191,49,thin,thin
4134,137,55,fat,thin
4135,171,72,normal,fat
4136,147,68,fat,thin
4137,140,76,fat,thin
4138,129,73,fat,normal
4139,139,67,fat,thin
4140,141,68,fat,fat
4141,180,68,normal,thin
4142,131,43,fat,fat
4143,136,61,fat,normal
4144,180,54,thin,thin
4145,141,76,fat,fat
4146,138,36,normal,normal
4147,165,52,normal,fat
4148,144,76,fat,normal
4149,125,42,fat,thin
4150,193,52,thin,fat
4151,166,75,fat,normal
4152,197,66,thin,fat
4153,170,46,thin,thin
4154,154,77,fat,thin
4155,123,71,fat,normal
4156,159,59,normal,thin
4157,199,37,thin,normal
4158,185,67,normal,thin
4159,192,77,normal,fat
4160,178,65,normal,normal
4161,140,51,fat,fat
4162,159,59,normal,thin
4163,136,48,fat,fat
4164,160,63,normal,normal
4165,121,59,fat,fat
4166,194,55,thin,fat
4167,144,64,fat,thin
4168,132,76,fat,fat
4169,166,74,fat,normal
4170,139,45,normal,normal
4171,174,62,normal,fat
4172,182,53,thin,thin
4173,158,62,normal,fat
4174,195,66,thin,fat
4175,175,73,normal,normal
4176,163,58,normal,normal
4177,168,54,normal,normal
4178,128,67,fat,fat
4179,126,48,fat,fat
4180,130,41,normal,fat
4181,139,57,fat,thin
4182,153,60,fat,fat
4183,129,41,normal,normal
4184,128,67,fat,fat
4185,148,38,thin,fat
4186,164,42,thin,normal
4187,168,63,normal,normal
4188,126,73,fat,fat
4189,189,50,thin,normal
4190,129,53,fat,normal
4191,190,62,thin,fat
4192,189,46,thin,normal
4193,120,47,fat,normal
4194,154,43,thin,thin
4195,133,62,fat,fat
4196,168,45,thin,thin
4197,129,58,fat,fat
4198,135,40,normal,thin
4199,147,35,thin,normal
4200,191,45,thin,normal
4201,132,45,fat,fat
4202,156,70,fat,fat
4203,122,42,fat,normal
4204,178,52,thin,thin
4205,165,58,normal,fat
4206,127,37,normal,fat
4207,130,72,fat,normal
4208,163,48,thin,normal
4209,127,45,fat,fat
4210,153,65,fat,fat
4211,150,68,fat,thin
4212,185,46,thin,normal
4213,132,41,normal,fat
4214,148,67,fat,fat
4215,200,44,thin,fat
4216,130,69,fat,fat
4217,154,37,thin,fat
4218,182,51,thin,thin
4219,122,59,fat,fat
4220,199,80,normal,thin
4221,179,44,thin,normal
4222,146,53,normal,thin
4223,150,62,fat,normal
4224,139,41,normal,fat
4225,186,73,normal,fat
4226,142,35,thin,normal
4227,199,44,thin,fat
4228,179,73,normal,thin
4229,165,79,fat,fat
4230,145,59,fat,normal
4231,162,67,fat,fat
4232,154,42,thin,normal
4233,123,74,fat,thin
4234,128,71,fat,thin
4235,168,49,thin,thin
4236,187,39,thin,normal
4237,146,80,fat,thin
4238,155,55,normal,normal
4239,197,63,thin,fat
4240,147,59,fat,normal
4241,165,35,thin,fat
4242,135,36,normal,thin
4243,129,48,fat,thin
4244,138,76,fat,fat
4245,141,56,fat,fat
4246,179,39,thin,thin
4247,126,48,fat,fat
4248,143,70,fat,fat
4249,195,78,normal,thin
4250,160,64,normal,fat
4251,148,58,fat,thin
4252,125,54,fat,normal
4253,120,76,fat,normal
4254,185,40,thin,normal
4255,158,48,normal,normal
4256,183,55,thin,thin
4257,160,60,normal,fat
4258,165,51,normal,thin
4259,183,40,thin,thin
4260,149,64,fat,thin
4261,172,73,normal,thin
4262,121,55,fat,fat
4263,129,44,fat,fat
4264,124,36,normal,fat
4265,137,80,fat,thin
4266,123,67,fat,normal
4267,137,42,normal,thin
4268,158,78,fat,thin
4269,173,44,thin,normal
4270,137,54,fat,fat
4271,153,67,fat,normal
4272,186,58,thin,normal
4273,182,50,thin,thin
4274,194,63,thin,normal
4275,182,45,thin,normal
4276,122,65,fat,fat
4277,167,73,fat,fat
4278,184,73,normal,thin
4279,184,73,normal,normal
4280,183,53,thin,fat
4281,151,40,thin,thin
4282,140,71,fat,fat
4283,148,65,fat,normal
4284,166,49,thin,thin
4285,185,51,thin,fat
4286,121,52,fat,fat
4287,158,41,thin,fat
4288,158,45,thin,thin
4289,165,36,thin,fat
4290,130,44,fat,fat
4291,133,40,normal,thin
4292,193,58,thin,normal
4293,186,54,thin,thin
4294,167,76,fat,fat
4295,175,72,normal,fat
4296,156,35,thin,thin
4297,121,36,normal,thin
4298,130,54,fat,thin
4299,142,38,normal,fat
4300,136,55,fat,thin
4301,144,47,normal,normal
4302,146,78,fat,fat
4303,144,47,normal,fat
4304,186,69,normal,normal
4305,184,50,thin,fat
4306,197,67,thin,thin
4307,190,57,thin,thin
4308,183,44,thin,fat
4309,163,62,normal,fat
4310,169,48,thin,thin
4311,193,63,thin,fat
4312,185,79,normal,fat
4313,158,58,normal,thin
4314,148,62,fat,normal
4315,139,68,fat,fat
4316,178,49,thin,normal
4317,152,46,normal,thin
4318,159,53,normal,fat
4319,144,73,fat,normal
4320,139,39,normal,fat
4321,200,41,thin,thin
4322,179,65,normal,normal
4323,138,57,fat,thin
4324,127,45,fat,thin
4325,182,66,normal,thin
4326,120,36,fat,thin
4327,138,74,fat,fat
4328,132,63,fat,thin
4329,143,53,fat,thin
4330,129,76,fat,normal
4331,122,66,fat,normal
4332,132,58,fat,fat
4333,131,47,fat,fat
4334,180,74,normal,fat
4335,170,73,fat,thin
4336,135,71,fat,fat
4337,162,68,fat,thin
4338,153,70,fat,thin
4339,192,55,thin,fat
4340,194,51,thin,normal
4341,179,75,normal,fat
4342,185,43,thin,thin
4343,122,79,fat,fat
4344,147,76,fat,fat
4345,150,79,fat,normal
4346,138,75,fat,thin
4347,150,35,thin,normal
4348,135,75,fat,fat
4349,176,67,normal,normal
4350,163,79,fat,fat
4351,196,74,normal,fat
4352,120,71,fat,thin
4353,200,48,thin,normal
4354,159,61,normal,thin
4355,156,40,thin,normal
4356,193,68,thin,thin
4357,125,53,fat,normal
4358,198,43,thin,normal
4359,141,43,normal,thin
4360,131,44,fat,thin
4361,157,36,thin,thin
4362,181,35,thin,fat
4363,129,80,fat,thin
4364,184,75,normal,normal
4365,194,39,thin,fat
4366,129,54,fat,fat
4367,122,50,fat,normal
4368,177,77,normal,normal
4369,181,75,normal,fat
4370,148,55,fat,thin
4371,173,47,thin,fat
4372,179,43,thin,normal
4373,195,62,thin,thin
4374,131,79,fat,fat
4375,128,75,fat,normal
4376,197,36,thin,normal
4377,158,58,normal,fat
4378,143,75,fat,thin
4379,133,55,fat,normal
4380,155,59,normal,thin
4381,120,57,fat,thin
4382,124,60,fat,normal
4383,154,53,normal,normal
4384,173,64,normal,fat
4385,161,53,normal,normal
4386,193,38,thin,fat
4387,153,66,fat,fat
4388,128,45,fat,thin
4389,150,55,normal,thin
4390,154,47,normal,normal
4391,148,49,normal,fat
4392,124,55,fat,fat
4393,145,73,fat,thin
4394,153,70,fat,fat
4395,156,43,thin,fat
4396,158,36,thin,thin
4397,188,80,normal,thin
4398,192,57,thin,normal
4399,135,45,normal,thin
4400,161,79,fat,normal
4401,196,51,thin,normal
4402,157,68,fat,thin
4403,167,64,normal,fat
4404,159,80,fat,fat
4405,156,40,thin,thin
4406,144,42,normal,fat
4407,180,70,normal,fat
4408,170,42,thin,normal
4409,124,40,fat,thin
4410,120,78,fat,thin
4411,192,50,thin,thin
4412,143,53,fat,fat
4413,166,75,fat,fat
4414,188,63,thin,fat
4415,132,53,fat,thin
4416,121,42,fat,fat
4417,192,76,normal,thin
4418,169,69,normal,normal
4419,156,53,normal,fat
4420,127,67,fat,fat
4421,175,58,normal,normal
4422,186,51,thin,thin
4423,144,67,fat,fat
4424,196,48,thin,fat
4425,129,55,fat,fat
4426,180,78,normal,thin
4427,122,35,normal,fat
4428,177,72,normal,fat
4429,143,56,fat,thin
4430,184,54,thin,normal
4431,189,53,thin,fat
4432,186,63,thin,normal
4433,163,54,normal,fat
4434,150,73,fat,thin
4435,129,36,normal,fat
4436,177,62,normal,fat
4437,129,38,normal,normal
4438,148,49,normal,fat
4439,139,79,fat,fat
4440,126,67,fat,thin
4441,133,44,normal,thin
4442,156,66,fat,normal
4443,167,36,thin,thin
4444,197,42,thin,thin
4445,169,71,normal,normal
4446,131,70,fat,thin
4447,161,59,normal,fat
4448,150,49,normal,normal
4449,167,45,thin,thin
4450,142,59,fat,thin
4451,180,66,normal,fat
4452,154,42,thin,thin
4453,135,40,normal,fat
4454,163,79,fat,thin
4455,144,55,fat,thin
4456,129,65,fat,thin
4457,142,54,fat,thin
4458,189,43,thin,fat
4459,182,56,thin,thin
4460,136,75,fat,thin
4461,144,67,fat,fat
4462,148,56,fat,thin
4463,130,68,fat,fat
4464,141,80,fat,fat
4465,180,53,thin,thin
4466,163,73,fat,thin
4467,141,57,fat,normal
4468,179,38,thin,fat
4469,187,44,thin,fat
4470,184,46,thin,fat
4471,123,77,fat,thin
4472,196,76,normal,normal
4473,130,35,normal,normal
4474,171,75,fat,normal
4475,199,37,thin,normal
4476,137,73,fat,thin
4477,180,73,normal,thin
4478,188,52,thin,fat
4479,123,44,fat,fat
4480,133,78,fat,thin
4481,153,52,normal,fat
4482,141,47,normal,fat
4483,128,35,normal,thin
4484,142,50,normal,fat
4485,145,55,fat,thin
4486,172,37,thin,normal
4487,175,71,normal,normal
4488,129,49,fat,fat
4489,130,50,fat,thin
4490,140,51,fat,thin
4491,177,50,thin,thin
4492,194,62,thin,normal
4493,152,52,normal,normal
4494,134,69,fat,fat
4495,134,41,normal,fat
4496,166,63,normal,thin
4497,183,42,thin,thin
4498,171,68,normal,thin
4499,185,73,normal,thin
4500,137,51,fat,thin
4501,171,68,normal,normal
4502,158,45,thin,fat
4503,189,70,normal,fat
4504,127,52,fat,fat
4505,177,74,normal,fat
4506,172,57,normal,thin
4507,130,42,normal,fat
4508,199,80,normal,thin
4509,164,68,fat,normal
4510,176,50,thin,fat
4511,174,53,thin,fat
4512,198,59,thin,normal
4513,176,77,normal,thin
4514,180,51,thin,fat
4515,152,68,fat,normal
4516,174,57,normal,thin
4517,170,40,thin,thin
4518,127,50,fat,fat
4519,180,47,thin,thin
4520,136,46,normal,normal
4521,147,44,normal,normal
4522,180,63,normal,fat
4523,123,43,fat,normal
4524,129,67,fat,thin
4525,192,47,thin,fat
4526,198,66,thin,fat
4527,144,80,fat,thin
4528,150,58,fat,normal
4529,127,71,fat,thin
4530,138,47,normal,normal
4531,133,44,normal,fat
4532,168,77,fat,thin
4533,151,35,thin,thin
4534,165,45,thin,normal
4535,157,70,fat,thin
4536,200,74,normal,normal
4537,159,37,thin,fat
4538,137,49,fat,fat
4539,154,59,normal,thin
4540,183,52,thin,thin
4541,196,55,thin,thin
4542,186,73,normal,thin
4543,135,43,normal,fat
4544,183,78,normal,fat
4545,167,56,normal,fat
4546,164,37,thin,thin
4547,174,57,normal,thin
4548,168,60,normal,fat
4549,197,36,thin,normal
4550,121,45,fat,fat
4551,178,71,normal,fat
4552,173,73,normal,thin
4553,178,66,normal,normal
4554,168,51,thin,fat
4555,172,39,thin,fat
4556,192,43,thin,normal
4557,137,53,fat,thin
4558,128,76,fat,normal
4559,182,61,thin,fat
4560,178,67,normal,fat
4561,167,70,fat,fat
4562,187,60,thin,fat
4563,154,75,fat,normal
4564,194,63,thin,thin
4565,170,78,fat,fat
4566,136,49,fat,fat
4567,153,40,thin,fat
4568,141,53,fat,fat
4569,169,61,normal,thin
4570,176,43,thin,normal
4571,187,50,thin,fat
4572,180,42,thin,fat
4573,125,40,fat,thin
4574,127,58,fat,normal
4575,129,45,fat,fat
4576,183,36,thin,normal
4577,155,35,thin,normal
4578,144,46,normal,fat
4579,196,40,thin,fat
4580,174,53,thin,fat
4581,157,39,thin,fat
4582,181,50,thin,thin
4583,177,42,thin,normal
4584,122,66,fat,thin
4585,200,42,thin,fat
4586,184,39,thin,fat
4587,139,44,normal,thin
4588,200,36,thin,normal
4589,193,60,thin,thin
4590,167,36,thin,fat
4591,181,57,thin,thin
4592,160,48,normal,fat
4593,125,62,fat,normal
